,name,id,address,date,kWh,public_url,installationDate,uid,datetime,Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),maximumPower
26,Telus Spark,594148,220 ST GEORGES DR NE,21/11/2017 16:00,0.059,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-21 16:00:00,2017-11-21 16:00:00,2017,11,21,15,30,-3.9,1.34,0.021,0.62,33,594,115,4,6,-5.4,38,0,4,38,0.242,89.37,82.11,0.92,0.8,889,1.2000000000000002,142,2.5,0.0,0.0,273.0
27,Telus Spark,594148,220 ST GEORGES DR NE,22/11/2017 8:00,0.233,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-22 08:00:00,2017-11-22 08:00:00,2017,11,22,7,30,-0.9,1.45,0.013,0.62,0,0,0,4,4,-1.5,0,0,4,0,0.255,95.88,95.59,0.89,0.68,887,1.2000000000000002,281,1.4,0.0,0.0,273.0
28,Telus Spark,594148,220 ST GEORGES DR NE,22/11/2017 9:00,1.101,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-22 09:00:00,2017-11-22 09:00:00,2017,11,22,8,30,-0.1,1.44,0.013,0.62,15,377,33,4,4,-1.3,10,0,4,10,0.253,91.95,87.33,0.89,0.68,888,1.2000000000000002,281,1.3,0.0,0.0,273.0
29,Telus Spark,594148,220 ST GEORGES DR NE,22/11/2017 10:00,2.557,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-22 10:00:00,2017-11-22 10:00:00,2017,11,22,9,30,1.4,1.42,0.014,0.62,33,659,140,4,4,-0.5,22,0,4,22,0.252,87.39,80.63,0.89,0.68,888,1.2000000000000002,261,1.2000000000000002,0.0,0.0,273.0
30,Telus Spark,594148,220 ST GEORGES DR NE,22/11/2017 11:00,7.699,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-22 11:00:00,2017-11-22 11:00:00,2017,11,22,10,30,2.8000000000000003,1.39,0.014,0.62,42,781,239,4,4,0.6000000000000001,137,6,4,138,0.251,85.29,75.42,0.9,0.68,888,1.1,235,1.4,6.7239,5.1634,273.0
31,Telus Spark,594148,220 ST GEORGES DR NE,22/11/2017 12:00,9.856,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-22 12:00:00,2017-11-22 12:00:00,2017,11,22,11,30,3.7,1.34,0.018,0.62,50,824,302,4,4,1.4,190,20,4,196,0.25,84.91,72.21000000000001,0.91,0.68,888,1.1,220,1.7000000000000002,9.8327,7.5913,273.0
32,Telus Spark,594148,220 ST GEORGES DR NE,22/11/2017 13:00,9.416,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-22 13:00:00,2017-11-22 13:00:00,2017,11,22,12,30,4.3,1.28,0.018,0.62,52,837,320,4,7,1.9,98,4,4,100,0.248,84.69,71.32000000000001,0.91,0.68,887,1.1,216,2.0,5.0583,3.9102,273.0
33,Telus Spark,594148,220 ST GEORGES DR NE,22/11/2017 14:00,5.905,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-22 14:00:00,2017-11-22 14:00:00,2017,11,22,13,30,4.6000000000000005,1.24,0.019,0.62,50,813,290,4,4,2.5,138,2,4,138,0.246,86.33,72.84,0.91,0.68,887,1.1,218,2.0,6.8825,5.3085,273.0
34,Telus Spark,594148,220 ST GEORGES DR NE,22/11/2017 15:00,2.408,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-22 15:00:00,2017-11-22 15:00:00,2017,11,22,14,30,4.3,1.22,0.022,0.62,45,737,216,4,7,2.8000000000000003,112,19,4,117,0.244,90.23,76.61,0.92,0.68,887,1.2000000000000002,222,1.9,5.6472,4.3271,273.0
35,Telus Spark,594148,220 ST GEORGES DR NE,22/11/2017 16:00,0.358,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-22 16:00:00,2017-11-22 16:00:00,2017,11,22,15,30,3.3000000000000003,1.19,0.022,0.62,33,585,111,4,7,2.6,62,9,4,63,0.244,95.42,82.27,0.92,0.68,887,1.2000000000000002,227,1.9,0.0,0.0,273.0
36,Telus Spark,594148,220 ST GEORGES DR NE,23/11/2017 8:00,0.9,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-23 08:00:00,2017-11-23 08:00:00,2017,11,23,7,30,3.7,1.44,0.014,0.62,0,0,0,4,8,2.9000000000000004,0,0,4,0,0.265,94.77,95.8,0.88,0.14,875,1.4,223,3.8,0.0,0.0,273.0
37,Telus Spark,594148,220 ST GEORGES DR NE,23/11/2017 9:00,2.257,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-23 09:00:00,2017-11-23 09:00:00,2017,11,23,8,30,3.9,1.47,0.015,0.62,14,353,30,4,8,2.8000000000000003,9,0,4,9,0.265,92.25,87.53,0.88,0.14,875,1.4,229,3.5,0.0,0.0,273.0
38,Telus Spark,594148,220 ST GEORGES DR NE,23/11/2017 10:00,1.27,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-23 10:00:00,2017-11-23 10:00:00,2017,11,23,9,30,4.800000000000001,1.44,0.017,0.62,31,644,134,4,4,2.9000000000000004,12,0,4,12,0.265,87.67,80.84,0.89,0.14,875,1.3,242,3.1,0.0,0.0,273.0
39,Telus Spark,594148,220 ST GEORGES DR NE,23/11/2017 11:00,3.385,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-23 11:00:00,2017-11-23 11:00:00,2017,11,23,10,30,6.0,1.43,0.017,0.62,39,768,230,4,8,3.4000000000000004,41,0,4,41,0.267,83.33,75.64,0.89,0.14,875,1.2000000000000002,252,2.6,1.994,1.5306,273.0
40,Telus Spark,594148,220 ST GEORGES DR NE,23/11/2017 12:00,3.879,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-23 12:00:00,2017-11-23 12:00:00,2017,11,23,11,30,6.6000000000000005,1.42,0.017,0.62,43,825,292,4,8,3.9,77,4,4,78,0.269,82.83,72.43,0.9,0.14,875,1.1,255,2.3000000000000003,3.905,3.0138,273.0
41,Telus Spark,594148,220 ST GEORGES DR NE,23/11/2017 13:00,3.598,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-23 13:00:00,2017-11-23 13:00:00,2017,11,23,12,30,6.6000000000000005,1.31,0.02,0.62,46,836,311,4,8,3.3000000000000003,63,1,4,64,0.273,79.69,71.53,0.91,0.14,875,1.0,256,2.0,3.231,2.497,273.0
42,Telus Spark,594148,220 ST GEORGES DR NE,23/11/2017 14:00,0.757,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-23 14:00:00,2017-11-23 14:00:00,2017,11,23,13,30,6.4,1.35,0.018,0.62,43,818,282,4,8,2.7,113,19,4,118,0.276,77.2,73.03,0.9,0.14,874,1.0,254,1.6,5.8746,4.5297,273.0
43,Telus Spark,594148,220 ST GEORGES DR NE,23/11/2017 15:00,0.625,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-23 15:00:00,2017-11-23 15:00:00,2017,11,23,14,30,5.2,1.35,0.015,0.62,37,764,211,4,8,2.2,64,3,4,65,0.279,81.05,76.78,0.89,0.14,874,0.9,251,1.6,3.1335,2.4003,273.0
44,Telus Spark,594148,220 ST GEORGES DR NE,23/11/2017 16:00,0.027,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-23 16:00:00,2017-11-23 16:00:00,2017,11,23,15,30,3.2,1.32,0.015,0.62,28,614,109,4,8,0.8,24,0,4,24,0.285,84.2,82.42,0.89,0.14,874,0.9,249,1.7000000000000002,0.0,0.0,273.0
45,Telus Spark,594148,220 ST GEORGES DR NE,24/11/2017 8:00,0.053,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-24 08:00:00,2017-11-24 08:00:00,2017,11,24,7,30,0.8,1.28,0.018,0.62,0,0,0,0,6,-3.2,0,0,0,0,0.282,74.60000000000001,96.0,0.93,0.14,881,0.6000000000000001,253,2.2,0.0,0.0,273.0
46,Telus Spark,594148,220 ST GEORGES DR NE,24/11/2017 9:00,0.919,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-24 09:00:00,2017-11-24 09:00:00,2017,11,24,8,30,1.4,1.32,0.019,0.62,15,350,29,7,4,-2.9000000000000004,9,0,7,9,0.281,73.31,87.73,0.92,0.14,881,0.7000000000000001,255,2.7,0.0,0.0,273.0
47,Telus Spark,594148,220 ST GEORGES DR NE,24/11/2017 10:00,1.889,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-24 10:00:00,2017-11-24 10:00:00,2017,11,24,9,30,2.5,1.42,0.016,0.62,31,668,135,7,8,-2.4000000000000004,64,10,7,66,0.279,70.09,81.05,0.91,0.14,882,0.7000000000000001,257,3.2,0.0,0.0,273.0
48,Telus Spark,594148,220 ST GEORGES DR NE,24/11/2017 11:00,5.418,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-24 11:00:00,2017-11-24 11:00:00,2017,11,24,10,30,3.7,1.42,0.016,0.62,39,791,232,7,8,-1.9,96,402,7,195,0.277,67.01,75.85000000000001,0.91,0.14,883,0.7000000000000001,259,3.4000000000000004,9.4673,7.2644,273.0
49,Telus Spark,594148,220 ST GEORGES DR NE,24/11/2017 12:00,7.823,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-24 12:00:00,2017-11-24 12:00:00,2017,11,24,11,30,4.7,1.35,0.023,0.62,47,830,295,0,1,-1.5,47,830,0,295,0.275,64.04,72.63,0.92,0.14,883,0.7000000000000001,262,3.4000000000000004,14.7413,11.3737,273.0
50,Telus Spark,594148,220 ST GEORGES DR NE,24/11/2017 13:00,5.512,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-24 13:00:00,2017-11-24 13:00:00,2017,11,24,12,30,5.2,1.34,0.02,0.62,47,849,313,7,8,-1.7000000000000002,105,534,7,272,0.272,61.09,71.72,0.92,0.14,884,0.7000000000000001,269,3.2,13.7077,10.5906,273.0
51,Telus Spark,594148,220 ST GEORGES DR NE,24/11/2017 14:00,3.98,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-24 14:00:00,2017-11-24 14:00:00,2017,11,24,13,30,4.9,1.34,0.02,0.62,45,827,284,7,8,-2.3000000000000003,144,195,7,201,0.269,59.51,73.21000000000001,0.92,0.14,884,0.7000000000000001,279,2.6,9.99,7.7008,273.0
52,Telus Spark,594148,220 ST GEORGES DR NE,24/11/2017 15:00,1.439,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-24 15:00:00,2017-11-24 15:00:00,2017,11,24,14,30,3.9,1.34,0.025,0.62,42,749,211,7,8,-2.2,114,105,7,138,0.268,64.27,76.94,0.92,0.14,885,0.7000000000000001,283,1.8,6.6454,5.0888,273.0
53,Telus Spark,594148,220 ST GEORGES DR NE,24/11/2017 16:00,0.173,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-24 16:00:00,2017-11-24 16:00:00,2017,11,24,15,30,1.8,1.32,0.024,0.62,31,596,108,7,8,-2.9000000000000004,67,44,7,73,0.267,71.19,82.56,0.92,0.14,885,0.7000000000000001,276,1.4,0.0,0.0,273.0
54,Telus Spark,594148,220 ST GEORGES DR NE,25/11/2017 8:00,0.348,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-25 08:00:00,2017-11-25 08:00:00,2017,11,25,7,30,0.6000000000000001,1.3,0.017,0.62,0,0,0,0,8,-4.0,0,0,0,0,0.264,71.36,96.2,0.91,0.14,887,0.7000000000000001,247,3.6,0.0,0.0,273.0
55,Telus Spark,594148,220 ST GEORGES DR NE,25/11/2017 9:00,1.488,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-25 09:00:00,2017-11-25 09:00:00,2017,11,25,8,30,0.8,1.33,0.014,0.62,14,357,27,7,8,-4.1000000000000005,15,1,7,15,0.263,69.71000000000001,87.91,0.9,0.14,887,0.7000000000000001,250,3.8,0.0,0.0,273.0
56,Telus Spark,594148,220 ST GEORGES DR NE,25/11/2017 10:00,2.033,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-25 10:00:00,2017-11-25 10:00:00,2017,11,25,9,30,2.1,1.34,0.014,0.62,30,675,133,7,8,-3.7,74,221,7,107,0.262,65.3,81.26,0.9,0.14,887,0.6000000000000001,253,4.1000000000000005,0.0,0.0,273.0
57,Telus Spark,594148,220 ST GEORGES DR NE,25/11/2017 11:00,3.914,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-25 11:00:00,2017-11-25 11:00:00,2017,11,25,10,30,3.6,1.33,0.015,0.62,38,797,230,7,8,-3.0,130,138,7,164,0.262,61.99,76.06,0.9,0.14,888,0.6000000000000001,255,4.0,7.9489,6.0969,273.0
58,Telus Spark,594148,220 ST GEORGES DR NE,25/11/2017 12:00,4.477,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-25 12:00:00,2017-11-25 12:00:00,2017,11,25,11,30,4.7,1.34,0.015,0.62,42,850,293,7,8,-2.3000000000000003,96,559,7,261,0.262,60.28,72.84,0.9,0.14,888,0.6000000000000001,256,3.6,13.0168,10.0399,273.0
59,Telus Spark,594148,220 ST GEORGES DR NE,25/11/2017 13:00,2.638,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-25 13:00:00,2017-11-25 13:00:00,2017,11,25,12,30,5.300000000000001,1.31,0.016,0.62,44,861,311,7,8,-2.0,109,498,7,263,0.262,59.53,71.91,0.91,0.14,888,0.6000000000000001,257,3.0,13.2307,10.2193,273.0
60,Telus Spark,594148,220 ST GEORGES DR NE,25/11/2017 14:00,4.189,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-25 14:00:00,2017-11-25 14:00:00,2017,11,25,13,30,5.2,1.32,0.016,0.62,42,832,280,7,6,-1.8,129,37,7,139,0.262,60.77,73.39,0.91,0.14,888,0.7000000000000001,257,2.1,6.897,5.315,273.0
61,Telus Spark,594148,220 ST GEORGES DR NE,25/11/2017 15:00,1.605,https://monitoring.solaredge.com/solaredge-web/p/public?name=TELUS%20Spark,27/11/2017,5941482017-11-25 15:00:00,2017-11-25 15:00:00,2017,11,25,14,30,3.8,1.34,0.015,0.62,37,769,209,7,8,-1.2000000000000002,82,536,7,202,0.262,69.92,77.10000000000001,0.91,0.14,887,0.7000000000000001,254,1.4,9.7169,7.4387,273.0
